kode_item,nama_item,kategori,satuan,harga_pokok,harga_jual
148,KRUPUK TANGGUNG VDR,KRUPUK,KG,15600.0,16500.0
149,KRUPUK KELIR VDR,KRUPUK,KG,15800.0,18230.77
150,ZINK CAMPUR,SHAMPO,PCS,4166.67,5000.0
151,kosong,NOL,PCS,4238.1,4750.0
152,kosong,NOL,PCS,4238.1,5000.0
154,kosong,NOL,PCS,4238.1,5000.0
1546,GOOD TIME 1000,CAMILAN,PCS,841.67,1000.0
155,kosong,NOL,PCS,4238.1,5000.0
156,kosong,NOL,PCS,4450.0,5000.0
157,kosong,NOL,PCS,4238.1,5000.0
158,kosong,NOL,PCS,4450.0,5000.0
159,kosong,NOL,PCS,4450.0,5000.0
160,kosong,NOL,PCS,4450.0,4784.95
161,KONJAC ANGGUR,AGAR AGAR,PCS,1625.0,1850.0
163,KONJAC KELAPA MUDA,AGAR AGAR,PCS,1625.0,1850.0
165,KONJAC LECI,AGAR AGAR,PCS,1625.0,1850.0
167,KONJAC MELON,AGAR AGAR,PCS,1625.0,1750.0
1670,DAIA 1.5KG,SBN,PCS,26000.0,27500.0
169,KONJAC JERUK,AGAR AGAR,PCS,1625.0,1750.0
171,KONJAC MANGGA,AGAR AGAR,PCS,1625.0,1750.0
173,KONJAC SIRSAT,AGAR AGAR,PCS,1625.0,1850.0
174,KONJAC STROBERY,AGAR AGAR,PCS,1625.0,1850.0
175,KOREK TOKAI,OBAT,PCS,1750.0,2000.0
176,kosong,NOL,PCS,4000.0,4500.0
177,RINSO 5.000,SBN,PCS,3888.89,4500.0
178,REXONA MEN,OBAT,PCS,1805.56,2500.0
179,KOSONG,NOL,PCS,1840.0,2500.0
180,REXONA WOMAN,OBAT,PCS,1805.56,2500.0
181,KOSONG,NOL,PCS,1840.0,2500.0
182,SABUN SRIKANDI,SBN,PCS,5000.0,5500.0
183,SARIWANGI RENTENG,MINUMAN,PCS,4687.5,5000.0
185,INDOMILK SKM ORIGINAL KALENG 370G,SUSU,PCS,10729.17,11500.0
186,NESTLE CAP NONA SKM 365G ORIGINAL,SUSU,PCS,11770.83,12500.0
187,BENDERA FF SKM SC CREMMY,SUSU,RNTNG,7300.0,8000.0
188,BENDERA FF SKM SC COKLAT,SUSU,PCS,7300.0,8000.0
189,MAGIC LEZAT RENTENG,BUMBU,PCS,4212.12,4500.0
190,kosong,NOL,PCS,3908.33,4500.0
191,kosong,NOL,PCS,3908.33,4500.0
192,MAMY POKO M RTNG,PAMPES,RNTNG,16500.0,17500.0
193,kosong,NOL,PCS,4375.0,4750.0
194,kosong,NOL,PCS,4375.0,4750.0
195,kosong,NOL,PCS,4375.0,4750.0
196,kosong,NOL,PCS,4375.0,4750.0
197,kosong,NOL,PCS,4375.0,4750.0
198,DAIA PK 1.000,SBN,PCS,4375.0,4750.0
199,INDOMIE GORENG,INDOMIE,PCS,2850.0,3000.0
200,INDOMIE  GEPREK,INDOMIE,PCS,2850.0,3000.0
201,INDOMIE ACEH,INDOMIE,PCS,2850.0,3000.0
202,INDOMIE RENDANG,INDOMIE,PCS,2850.0,3100.0
20221,NUVO CAIR KECIL,SBN,PCS,2020.83,2632.66
20226,KECAP SEDAP BTL 135ML,KECAP,PCS,7720.0,8500.0
20227,SUS COKLAT,CAMILAN,PCS,1650.0,2000.0
203,INTERMIE GORENG,INDOMIE,PCS,1275.0,1500.0
204,POP MIE KARI AYAM,INDOMIE,PCS,4166.67,4500.0
205,POP MIE AYAM,INDOMIE,PCS,4166.67,4500.0
206,POP MIE BASO,INDOMIE,PCS,4166.67,4500.0
207,POP MIE AYAM BAWANG,INDOMIE,PCS,4166.67,4166.67
208,POP MIE SOTO AYAM,INDOMIE,PCS,4166.67,4500.0
209,POP MIE GORENG,INDOMIE,PCS,4333.33,4750.0
210,POP MIE GORENG MINI,INDOMIE,PCS,2791.67,3000.0
21015,TELUR 1/2,CAMILAN,KG,10250.0,12000.0
211,ROYCO AYAM RNTG,BUMBU,RNTNG,4375.0,4750.0
212,ROYCO SAPI RNTG,BUMBU,RNTNG,4375.0,4750.0
213,ATTACK JAZ 1 53G,SBN,PCS,4416.67,5000.0
214,kosong,NOL,PCS,4550.0,5000.0
215,LIQUID JUMBO 1.000,SBN,PCS,4550.0,5000.0
216,KOSONG,NOL,PCS,4550.0,5000.0
217,kosong,NOL,PCS,4550.0,5000.0
218,kosong,NOL,PCS,4550.0,5000.0
219,DAIA 5.000,SBN,PCS,3908.33,4500.0
220,kosong,NOL,PCS,3908.33,4500.0
221,kosong,NOL,PCS,3908.33,4500.0
222,kosong,NOL,PCS,3895.83,4500.0
223,kosong,NOL,PCS,3895.83,4500.0
224,kosong,NOL,PCS,3895.83,4500.0
225,BEDAK MY BABY 90G,SBN,PCS,8250.0,9500.0
226,kosong,NOL,PCS,3895.83,4500.0
227,SOKLIN 5.000,SBN,PCS,4145.83,4441.96
228,SOKLIN ANTISEP 5.000,TISU,PCS,3895.83,4500.0
229,KOSONG,NOL,PCS,3908.33,4500.0
230,KAKI TIGA 200ML,MINUMAN,PCS,2864.58,3200.0
231,KAKI TIGA 500ML,MINUMAN,PCS,6020.83,7000.0
232,MINYAK RIZKI 800ml,MINYAK,PCS,15716.67,17000.0
233,SOKLIN LANTAI 1.000,SBN,PCS,802.08,850.0
234,KOSONG,NOL,PCS,770.83,850.0
235,KOSONG,NOL,PCS,770.83,850.0
236,kosong,NOL,PCS,1616.67,1800.0
237,KOSONG,NOL,PCS,1616.67,1800.0
238,KOSONG,NOL,PCS,1616.67,2000.0
239,EKONOMI 2.000,SBN,PCS,1616.67,1800.0
240,KOSONG,NOL,PCS,1616.67,1800.0
241,EKONOMI 1000,SBN,PCS,766.67,850.0
242,KOSONG,NOL,PCS,4991.67,6000.0
243,INDOMILK COKLAT SACHET,SUSU,PCS,7210.0,7500.0
244,kosong,NOL,KG,12500.0,14500.0
245,kosong,NOL,PCS,7916.67,9000.0
246,kosong,NOL,PCS,7916.67,9000.0
247,DAIA 10.000,SBN,PCS,7916.67,9000.0
248,SUKSES ISI 2 KARI AYAM,SEDAP,PCS,3291.67,3500.0
249,SUKSES ISI 2 AYAM  GEPREK,SEDAP,PCS,3437.5,3750.0
250,SUKSES ISI 2 ACEH,SEDAP,PCS,3437.5,3750.0
251,SUKSES ISI 2 AYAM KECAP,SEDAP,PCS,3470.83,3750.0
252,SUKSES ISI  AYAM KREMES,SEDAP,PCS,3470.83,3650.0
253,SUKSES ISI 2  RENDANG,SEDAP,PCS,3437.5,3650.0
254,SUKSES ISI 2 AYAM BAWANG,SEDAP,PCS,3270.83,3500.0
255,SUKSES ISI 2 SOTO,SEDAP,PCS,3291.67,3577.36
256,RACIK MARINASI 1.000,BUMBU,PCS,900.0,1000.0
257,RACIK NASI GORENG,BUMBU,PCS,1565.0,2000.0
258,kosong,NOL,PCS,1568.0,2000.0
259,RACIK AYAM GORENG,BUMBU,PCS,1565.0,2000.0
260,RACIK IKAN GORENG,BUMBU,PCS,1568.0,2000.0
261,SATELIT AGAR AGAR HIJAU,AGAR AGAR,PCS,3612.5,4000.0
262,SATELIT AGAR AGAR PUTIH,AGAR AGAR,PCS,3625.0,4000.0
263,SATELIT AGAR AGAR MERAH,AGAR AGAR,PCS,3625.0,4000.0
264,GENTLE GEN  parisienne garden 10.000,SBN,PCS,8666.67,9500.0
265,SEDAP BUMBU KALDU SAPI,BUMBU,RNTNG,4248.03,4750.0
266,SEDAP BUMBU KALDU AYAM,BUMBU,RNTNG,4250.0,5002.32
267,kosong,NOL,PCS,4236.11,4500.0
268,kosong,NOL,PCS,4236.11,4500.0
269,kosong,NOL,PCS,4236.11,4500.0
270,kosong,NOL,PCS,4236.11,4500.0
271,SHINZUI,SBN,PCS,4236.11,4500.0
272,KOSONG,NOL,PCS,3843.75,4000.0
273,SABUN LIFEBUOY,SBN,PCS,3843.75,4000.0
274,KOSONG,NOL,PCS,3843.75,4000.0
275,KOSONG,NOL,PCS,3843.75,4000.0
276,KOSONG,NOL,PCS,2638.89,2850.0
277,KOSONG,NOL,PCS,2638.89,2850.0
278,KOSONG,NOL,PCS,2638.89,2850.0
279,NUVO BATANG,SBN,PCS,2638.89,2850.0
280,kosong,NOL,PCS,2118.06,2300.0
281,kosong,NOL,PCS,2013.89,2300.0
282,SUNLIGHT JERUK NIPIS 5.000,SBN,PCS,3937.5,4500.0
283,SUNLIGHT CAIR 2.000,SBN,PCS,1500.0,1750.0
289,KECAP BANGO 265G 10.000,KECAP,PCS,9000.0,9500.0
290,KECAP BANGO RENTENG,KECAP,RNTNG,9166.67,10000.0
291,SAJIKU NASI GORENG  SUPER PEDAS 20G,SBN,PCS,1700.0,2000.0
292,SARIWANGI KOTAK,BUMBU,PCS,5312.5,6000.0
293,KECAP SEDAP HITAM,KECAP,PCS,1477.24,2000.0
294,JOLLY FSP 250S,TISU,PCS,7000.0,8000.0
295,NICE 360,TISU,PCS,5800.0,7000.0
296,PASEO SMART 500+40s,TISU,PCS,9437.5,10000.0
297,MINYAK KN 900ML,MINYAK,PCS,15333.33,16000.0
298,MAMASUKA KUAH BAKSO,BUMBU,PCS,3666.67,4500.0
299,SAOS INDOSARI,SAOS,PCS,1950.0,2228.57
300,SAORI TIRAM BTL 133ML,SAOS,PCS,9041.67,10000.0
301,TEH GELAS 180ML,MINUMAN,PCS,708.33,1000.0
302,POWER F MERAH,MINUMAN,PCS,712.5,1000.0
303,SAYANG LIQUID HIJAB LAVENDER,SBN,PCS,9222.22,10000.0
304,kosong,NOL,PCS,7687.5,8500.0
305,kosong,NOL,PCS,7687.5,8500.0
306,VAPE JUMBO,OBAT,PCS,3766.67,4000.0
307,TEPUNG PANIR,TEPUNG,KG,13000.0,15000.0
309,SOLASI BENING BESAR,OBAT,PCS,7083.33,8500.0
310,DOWNY 500,SBN,PCS,4321.67,5000.0
311,KOSONG,NOL,PCS,4475.0,5000.0
312,KOSONG,NOL,PCS,4475.0,5000.0
313,KOSONG,NOL,PCS,4321.67,5000.0
314,KOSONG,NOL,PCS,4475.0,5000.0
315,KOSONG,NOL,PCS,4475.0,5000.0
316,KOSONG,NOL,PCS,4475.0,5000.0
317,DOWNY 1.000,SBN,PCS,5275.0,5500.0
318,KOSONG,NOL,PCS,4571.67,5000.0
319,SHAMPO HEAD& SHOLDERS,SHAMPO,RNTNG,8959.52,9500.0
320,KOSONG,NOL,PCS,8959.52,9500.0
321,KOSONG,NOL,PCS,8959.52,9500.0
322,KOSONG,NOL,PCS,9052.14,9500.0
323,SHAMPO PANTINE,SHAMPO,RNTNG,8957.14,9523.81
324,KOSONG,NOL,PCS,8957.14,9523.81
325,KOSONG,NOL,PCS,9052.14,9500.0
326,KONDIS PANTINE 500,SBN,PCS,4752.38,5000.0
327,KOSONG,NOL,PCS,4752.38,5000.0
328,TIGA SAPI KALENG,SUSU,PCS,11937.5,13000.0
329,TOP PLUS GULA,KOPI,RNTNG,7791.67,8500.0
330,TOP WHITE COFFE,KOPI,RNTNG,12850.0,13500.0
331,TOP GULA AREN,KOPI,RNTNG,16000.0,17000.0
332,MAMA LEMON 2000,SBN,PCS,1475.0,2041.3
333,MAMA LEMON 1000,SBN,PCS,775.0,1000.0
334,MON MON 5KG,BERAS,SAK,77000.0,79000.0
335,MON MON 10KG,BERAS,SAK,153000.0,155000.0
336,NAGA 5KG,BERAS,KG,13800.0,14111.28
337,NAGA 10KG,BERAS,KG,13900.0,14100.0
338,kosong,NOL,PCS,5225.0,5750.0
339,kosong,NOL,PCS,9800.0,9500.0
340,kosong,NOL,PCS,9800.0,9500.0
341,kosong,NOL,PCS,9800.0,9500.0
342,kosong,NOL,PCS,9800.0,9500.0
343,kosong,NOL,PCS,9800.0,9500.0
344,KECAP KIPAS SATE 600ML,KECAP,PCS,17654.17,18500.0
345,KORAN,KUE,KG,12500.0,14000.0
346,ZAFIRA 5L,MINYAK,PCS,106000.0,108000.0
347,ZAFIRA 1800ML,MINYAK,PCS,36000.0,37000.0
348,ZAFIRA 900ML,MINYAK,PCS,17833.33,18500.0
349,SOKLIN PEWANGI EXOTIC PURPLE 780ML,SBN,PCS,8500.0,9500.0
350,SOKLIN PEWANGI ROMATIC PINK,SBN,PCS,8500.0,9500.0
351,SOKLIN PEWANGI BLUE 780ML,SBN,PCS,8500.0,9500.0
352,MINYAK CAMAR 2L,MINYAK,PCS,37000.0,37500.0
353,MAMA LEMON 680ml,SBN,PCS,8000.0,9000.0
354,SULTAN 5KG,BERAS,KG,15400.0,14900.0
355,SULTAN 10KG,BERAS,KG,15200.0,15400.0
356,SULTAN 25KG,BERAS,KG,15000.0,15500.0
358,TELUR,BUMBU,KG,21500.0,22000.0
359,KOSONG,NOL,PCS,4375.0,5000.0
360,KOSONG,NOL,PCS,4375.0,5000.0
361,KOSONG,NOL,PCS,4375.0,5000.0
362,KOSONG,NOL,PCS,4500.0,5000.0
363,KOSONG,NOL,PCS,4500.0,5000.0
364,MOLTO 500,SBN,RNTNG,4500.0,5000.0
365,TEPUNG KANJI,TEPUNG,KG,12755.1,13500.0
366,ecer,CAMILAN,KG,14600.0,14800.0
367,FANTA SODA KECIL,SODA,PCS,2458.33,3138.3
368,FANTA MERAH KECIL,SODA,PCS,2583.33,3000.0
369,KOSONG,NOL,PCS,3750.0,4000.0
370,COCA COLA 390ML,SODA,PCS,3750.0,4000.0
371,PANILY CAP MOBIL,KUE,PCS,203.67,333.33
372,MINYAK KITA 1LITER,MINYAK,PCS,17900.0,19000.0
373,SIMAS,MENTEGA,KG,22266.67,24000.0
374,SOKLIN ANTISEP 1.000,TISU,PCS,4375.0,5000.0
375,MIE TELUR CAP 3 AYAM,INDOMIE,PCS,1550.0,1750.0
376,MINYAK CURAH,MINYAK,KG,19400.0,20000.0
377,DANCOW COKLAT,SUSU,PCS,3475.0,4000.0
378,DANCOW VANILA,SUSU,PCS,3456.25,4021.82
379,PROTEX UNGU BAG ISI 5,PEMBALUT,PCS,1979.17,2500.0
380,EXTRAJOSS,MINUMAN,PCS,12954.17,13500.0
381,CARNITION 488G,SUSU,PCS,13750.0,14500.0
382,OKE PLAST,OBAT,PCS,225.0,500.0
383,SEGAR DINGIN,MINUMAN,RNTNG,8542.0,9000.0
384,SOLASI KECIL,OBAT,PCS,1083.33,1500.0
385,RACIK SAYUR LODEH,BUMBU,RNTNG,15680.0,17000.0
386,RACIK SAYUR ASEM,BUMBU,PCS,15680.0,2000.0
387,RACIK SAYUR SOP,BUMBU,PCS,1568.0,1700.0
389,KECAP BANGO  700 ML,KECAP,PCS,23333.33,25000.0
390,ROKOK SURYA FILTER 12,ROKOK,PCS,25850.0,27500.0
392,ROKOK SURYA KALENG 50,ROKOK,PCS,2150.0,2500.0
393,ROKOK GALANG BARU FILTER 12,ROKOK,PCS,16300.0,17828.12
394,ROKOK GAJAH BARU KRETEK 16,ROKOK,PCS,10300.0,11000.0
395,ROKOK WARUNG KOPI 12,ROKOK,PCS,11000.0,12000.0
396,ROKOK GAJAH BARU FILTER 12,ROKOK,PCS,16750.0,18000.0
398,ROKOK APACHE 12,ROKOK,PCS,19950.0,21000.0
399,GAS,BUMBU,PCS,18000.0,19000.0
400,ROKOK SAMPOERA PRIMA KRETEK,ROKOK,PCS,15300.0,16500.0
401,ROKOK SAMPOERNA KRETEK 12,ROKOK,PCS,15100.0,16000.0
402,ROKOK SAMPOERNA MILD,ROKOK,PCS,35200.0,35000.0
403,ROKOK RAPTOR FILTER 12,ROKOK,PCS,16600.0,17155.02
404,ROKOK ALAMI 1001,ROKOK,PCS,9200.0,10500.0
405,ROKOK ALAMI TRUBUS,ROKOK,PCS,7900.0,8554.14
406,ROKOK 76 12,ROKOK,PCS,15000.0,16156.35
407,ROKOK DJI SAM SOE 234 12,ROKOK,PCS,19350.0,21000.0
408,OBOR 5KG,BERAS,KG,15300.0,15000.0
409,OBOR 10KG,BERAS,KG,15200.0,15001.36
410,MINYAK TROPICAL BTL 2L,MINYAK,PCS,41133.33,43000.0
411,TAPIOKA GUNUNG AGUNG 500g,TEPUNG,PCS,6800.0,7500.0
412,ROKOK SURYA 16 COKLAT,ROKOK,PCS,34900.0,36000.0
413,ROKOK SURYA PRO MILD PTH,ROKOK,PCS,29850.0,31000.0
414,ROKOK SURYA PRO MERAH,ROKOK,PCS,29850.0,32000.0
415,ROKOK GUDANG GARAM MERAH 12,ROKOK,PCS,14450.0,16000.0
416,GUDANG GARAM MERAH 16,ROKOK,PCS,17450.0,19500.0
417,ROKOK SURYA 16 MERAH,ROKOK,PCS,31650.0,33000.0
418,ROKOK GALANG BARU 16,ROKOK,PCS,21100.0,22317.31
419,ROKOK DJI SAM SOE 234 16,ROKOK,PCS,26200.0,27500.0
420,ROKOK 76 16,ROKOK,PCS,21100.0,22500.0
421,ROKOK APACHE 16,ROKOK,PCS,23900.0,24551.36
422,ROKOK L.A 16,ROKOK,PCS,33300.0,35371.78
423,ROKOK GEO MILD,ROKOK,PCS,24100.0,25000.0
424,MALBORO MERAH 12,ROKOK,PCS,11100.0,11500.0
425,ROKOK  MARLBORO KRETEK,ROKOK,PCS,11200.0,12500.0
426,ROKOK MARLBORO HITAM,ROKOK,PCS,23100.0,24935.06
427,ROKOK GEO KRETEK 12,ROKOK,PCS,10750.0,12000.0
428,ROKOK DIPLOMAT 12,ROKOK,PCS,23800.0,25000.0
429,ROKOK GUDANG GARAM INTER,ROKOK,PCS,24600.0,27500.0
430,ROKOK DJI SAM SOE REFIL 12,ROKOK,PAK,21300.0,22156.03
431,ROKOK DJARUM SUPER 12,ROKOK,PAK,23000.0,24000.0
432,ROKOK WARUNG KOPI JAMBU,ROKOK,PCS,9250.0,10000.0
433,ROKOK PUNDIMAS 16,ROKOK,PCS,9900.0,11000.0
434,ROKOK LA BOLD 20,ROKOK,PCS,37000.0,37550.74
435,ROKOK OE BOLD,ROKOK,PCS,15100.0,15500.0
436,ROKOK CAMEL UNGU 12,ROKOK,PCS,18550.0,19500.0
437,ROKOK MAGNUM FILTER,ROKOK,PCS,25200.0,25500.0
438,ROKOK ALAMI UNGGUL 16,ROKOK,PCS,10350.0,11281.99
439,ROKOK ALAMI UNGGUL 12,ROKOK,PCS,7850.0,9000.0
440,ROKOK 76 MANGGA,ROKOK,PCS,14050.0,15000.0
441,RINSO CAIR 500,SBN,PCS,4500.0,5000.0
442,KOSONG,NOL,PCS,4500.0,5000.0
443,KOSONG,NOL,PCS,4500.0,5000.0
444,RINSO CAIR 1.000,SBN,PCS,4500.0,5000.0
445,KOSONG,NOL,PCS,4500.0,5000.0
446,KOSONG,NOL,PCS,4500.0,5000.0
447,CLOSE UP 72G,SBN,PCS,6250.0,7000.0
449,KOSONG,NOL,PCS,13000.0,14560.0
450,KOSONG,NOL,PCS,12500.0,14000.0
451,KOSONG 2,NOL,PCS,12500.0,14000.0
452,KOSONG,NOL,PCS,12500.0,14000.0
453,LIQUID 700ML,SBN,PCS,12500.0,14000.0
454,DESAKU BAWANG PUTIH,BUMBU,PCS,782.41,1000.0
456,"DESAKU MARINASI TEMPE,IKAN,AYAM",BUMBU,PCS,785.88,1000.0
457,DESAKU KUNYIT BUBUK,BUMBU,PCS,787.71,833.33
458,DESAKU KETUMBAR,BUMBU,PCS,787.55,1000.0
459,KRUPUK BAKUNG KECIL,KRUPUK,KG,19400.0,21000.0
460,KRUPUK BAKUNG BESAR,KRUPUK,KG,16800.0,19000.0
461,KRUPUK BAKUNG  OVAL,KRUPUK,KG,16200.0,18000.0
462,KRUPUK MARIMAR UDANG,KRUPUK,KG,34000.0,36000.0
463,KRUPUK PEDAS,KRUPUK,KG,17600.0,18666.67
464,KRUPUK BAKUNG KUNING,KRUPUK,KG,15800.0,18000.0
465,KRUPUK BAWANG BIBIR,KRUPUK,KG,17200.0,19000.0
466,KOSONG,NOL,PCS,9000.0,9500.0
467,KOSONG,NOL,PCS,9000.0,9500.0
468,KOSONG,NOL,PCS,9000.0,9500.0
469,KOSONG,NOL,RNTNG,8880.95,9500.0
470,KECAP SEDAP 1000ML,KECAP,PCS,18500.0,23500.0
471,kosong,NOL,PCS,1550.0,2000.0
472,KOSONG,NOL,PCS,2750.0,3000.0
473,kosong,NOL,PCS,2400.0,3000.0
474,kosong,NOL,PCS,4041.67,5000.0
475,kosong,NOL,PCS,3900.0,5000.0
476,kosong,NOL,PCS,2375.0,3000.0
477,kosong,NOL,PCS,1558.33,2000.0
478,kosong,NOL,PCS,2300.0,3000.0
479,kosong,NOL,PCS,4041.67,5000.0
480,KOSONG,NOL,PCS,3112.5,4000.0
481,PILLOW STRBY,CAMILAN,RNTNG,8025.0,9000.0
482,KOSONG,NOL,PCS,1560.0,2000.0
483,KOSONG,NOL,PCS,1600.0,2000.0
484,kosong,NOL,PCS,4062.5,5000.0
485,kosong,NOL,PCS,2362.5,3000.0
486,KOSONG,NOL,PCS,9000.0,9500.0
487,KOSONG,NOL,PCS,9000.0,9500.0
488,KOSONG,NOL,PCS,9000.0,9500.0
489,BURUNG DARA LOS,INDOMIE,PCS,33000.0,35000.0
490,BURUNG DARA,INDOMIE,PCS,2430.56,2750.0
491,TEH RIO GULA BATU,MINUMAN,PCS,716.67,1000.0
492,SIMAS 5KG,MENTEGA,DUS,126900.0,130000.0
493,SANTAN SASA,SASA,PCS,4062.5,4500.0
494,KOPI NANGKA GEMBUL,KOPI,KG,76000.0,78000.0
495,MIE MATAHARI,INDOMIE,PCS,6200.0,7000.0
496,MIE TAWON,INDOMIE,PCS,2900.0,3107.14
497,BAWANG PUTIH 1KG,REMPAH,KG,23947.37,25000.0
498,BERAS JAGUNG,BERAS,KG,9200.0,10000.0
500,KECAP DUA BURUNG,KECAP,PCS,11000.0,12000.0
501,HEMAVITON JRENG,MINUMAN,PCS,8000.0,8500.0
502,AIR KN,MINUMAN,DUS,13750.0,15000.0
503,MIE KUDA MENJANGAN 2KG LEBAR,INDOMIE,PCS,36500.0,39000.0
504,MIE KUDA MENJANGAN  100g,INDOMIE,PCS,1580.0,1750.0
505,MIE KUDA MENJANGAN TELUR,INDOMIE,PCS,4950.0,5500.0
506,MERRIES L,PAMPES,PCS,9000.0,10000.0
507,MERRIES M,PAMPES,PCS,9000.0,10000.0
508,MERRIES NB-S,PAMPES,PCS,8776.2,9500.0
509,MERRIES XL,PAMPES,PCS,11250.0,12000.0
510,EKO MIE 36,SEDAP,PCS,8808.33,9500.0
511,BIO 80g,BUMBU,PCS,4375.0,4750.0
512,BIO 1000,BUMBU,PCS,816.67,1000.0
513,JASA PENDINGIN,MINUMAN,PCS,0.0,500.0
514,BERAS A,BERAS,KG,13600.0,14200.0
515,KOSONG,NOL,PCS,8957.14,8957.14
516,KOSONG,NOL,PCS,8957.14,9523.81
517,KOSONG,NOL,PCS,0.0,0.0
518,KOSONG,NOL,PCS,9900.0,11000.0
519,KOSONG,NOL,PCS,9900.0,11000.0
520,RINSO REFIL 510ML,SBN,PCS,9900.0,12000.0
521,KOSONG,NOL,PCS,9900.0,11000.0
522,TOP MURNI,KOPI,RNTNG,6700.0,7000.0
523,MILO SACHET,SUSU,RNTNG,17750.0,18500.0
524,POCARI SWEAT 500ML,MINUMAN,PCS,6360.42,6750.0
525,POCARI SWEAT 350ML,MINUMAN,PCS,5331.25,5750.0
526,NUTRIBOOST STRBRY,MINUMAN,PCS,5275.0,6500.0
527,NUTRIBOOST JERUK,MINUMAN,PCS,5250.0,6500.0
528,KRUPUK INUL,KRUPUK,PCS,9500.0,9500.0
529,KETAN PISANG,BERAS,KG,24500.0,25000.0
530,SUUN,MIE,PCS,4214.29,4657.89
531,KERTAS CAP KHAI,OBAT,PCS,2360.0,3000.0
532,FIESTA HOT,SOSIS,PCS,6250.0,7500.0
533,FIESTA ORIGINAL,SOSIS,PCS,6250.0,7500.0
534,BINTANG,MINUMAN,PCS,7500.0,8500.0
535,KECAP INDOFOOD 520ML,KECAP,PCS,15500.0,17500.0
536,INDOMILK  cream545g,SUSU,PCS,14400.0,15000.0
537,KACANG IJO KUNING,BUMBU,KG,25000.0,30000.0
538,FRESCO KOPI  SUSU,KOPI,PCS,12600.0,13000.0
539,FRESCO KOPI MOCA,KOPI,PCS,12600.0,13000.0
540,FRESCO KOPI BUBUK 6g,KOPI,PCS,6350.0,6500.0
541,BABY HAPPY M,PAMPES,PCS,9000.0,10000.0
542,BABY HAPPY PANTS XL,PAMPES,PCS,11537.5,12168.54
543,BABY HAPPY PANTS XXL,PAMPES,PCS,12812.5,13500.0
544,KOPI MAYOR 135g,KOPI,PCS,8291.67,9000.0
545,ADEM SARI SASHET ISI24,MINUMAN,PCS,2125.0,2500.0
546,KECAP SEDAP 500,KECAP,RNTNG,4625.0,5000.0
547,SIKAT FORMULA,OBAT,PCS,2500.0,3000.0
548,SOSIS SONICE AYAM,SOSIS,PCS,720.0,1000.0
549,SOSIS SONICE SAPI,SOSIS,PCS,720.0,1000.0
550,KOSONG,NOL,PCS,3083.33,3500.0
551,KOPI ABC BTL 200ML KOPI SUSU,KOPI,PCS,3083.33,3500.0
552,GO POTATO,CAMILAN,RNTNG,8675.0,9000.0
553,GALAXY 250g,BUMBU,PCS,9925.0,10250.0
554,GALAXY 100g,BUMBU,PCS,4450.0,4750.0
555,KOPI KELUD,KOPI,KG,44000.0,48000.0
556,MICIN KILOAN,BUMBU,KG,22000.0,27000.0
558,LIFEBUOY CAIR 85G MERAH,SBN,PCS,3500.0,3750.0
559,LIFEBUOY CAIR 85g biru,SBN,PCS,3500.0,3750.0
560,LIFEBOUY CAIR 85g KUNING,SBN,PCS,3500.0,3750.0
561,LUX CAIR ZAITUN MADU 85g,SBN,PCS,3500.0,3750.0
562,LUX LAVENDER CAIR 85g,SBN,PCS,3500.0,3750.0
563,SABUN  LOVELY CAIR  85G,SBN,PCS,3500.0,3750.0
564,TEPUNG KRIUK KECIL,TEPUNG,PCS,700.0,1000.0
565,TEPUNG KRIUK BESAR,TEPUNG,PCS,2500.0,3000.0
566,GULA MERAH BULAT KECIL,KUE,KG,15600.0,17500.0
567,MAMA LEMON 950ML,SBN,PCS,10500.0,13000.0
568,MOLTO CASABLANCA 650ML,SBN,PCS,14900.0,17000.0
569,MOLTO SOFT &GENTLE 650ML,SBN,PCS,14900.0,17000.0
570,MOLTO LUXURY 650ML,SBN,PCS,14900.0,17000.0
571,MOLTO MORNING FRESH 550ML,SBN,PCS,14900.0,17000.0
572,kosong,NOL,PCS,2562.5,2650.0
573,KETAN GAJAH,BERAS,KG,21000.0,22500.0
574,KACANG IJO,BUMBU,KG,25000.0,27000.0
575,KACANG INDIA kecil,BUMBU,KG,32000.0,33032.26
576,KACANG INDIA besar,BUMBU,KG,35070.28,38000.0
577,KOPI 88 250g,KOPI,PCS,11250.0,12000.0
578,KETAN HITAM,BERAS,KG,19000.0,20000.0
579,JASJUS JERUK,RASA RASA,RNTNG,2933.33,3250.0
580,JASJUS JERUK NIPIS,RASA RASA,RNTNG,2933.33,3250.0
581,JASJUS MELON,RASA RASA,RNTNG,2933.33,3250.0
582,JASJUS KELAPA MUDA,RASA RASA,RNTNG,2933.33,3250.0
583,JASJUS LECI,RASA RASA,RNTNG,2933.33,3250.0
584,JASJUS JERUK PERAS,RASA RASA,RNTNG,2933.33,3250.0
585,JASJUS CINCAU,RASA RASA,RNTNG,2933.33,2933.33
586,JASJUS MANGGA,RASA RASA,RNTNG,2933.33,3250.0
587,JASJUS STROBERY,RASA RASA,RNTNG,2933.33,2933.33
588,TOP KOPI SUSU,KOPI,RNTNG,14825.0,15000.0
589,MAMA LEMON 4.000,SBN,PCS,2966.67,3500.0
590,KUKUBIMA ENER-G,MINUMAN,PCS,5750.0,6500.0
591,BAYGON LAVENDER,OBAT,PCS,3533.33,4000.0
592,KISS GRAPE,PERMEN,PCS,6064.58,7000.0
